cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R04-0000001,4,Highland,+1-886-400-9615,+1-342-948-9761,2026-06-01 18:17:18,685,VOICE,,4G,0.1,1.14
R04-0000002,4,Highland,+1-798-551-9081,,2026-06-01 07:04:23,6869,DATA,400152876,4G,0.0,4.0
R04-0000003,4,Highland,+1-722-403-5017,+1-957-635-2515,2026-06-01 09:08:08,3543,VOICE,,4G,0.1,5.91
R04-0000004,4,Highland,+1-272-932-3991,+1-866-817-6394,2026-06-01 12:05:56,0,SMS,,5G,0.0,0.05
R04-0000005,4,Highland,+1-565-601-1301,+1-576-390-6177,2026-06-01 23:46:43,526,VOICE,,4G,0.1,0.88
R04-0000006,4,Highland,+1-955-807-4772,+1-809-447-2263,2026-06-01 11:48:37,0,VOICE,,5G,0.08,0.0
R04-0000007,4,Highland,+1-288-884-0279,+1-802-712-2964,2026-06-01 03:28:46,1283,VOICE,,3G,0.12,2.57
R04-0000008,4,Highland,+1-408-504-4602,+1-389-845-9362,2026-06-01 15:28:18,0,SMS,,4G,0.0,0.05
R04-0000009,4,Highland,+1-296-423-9335,+1-321-670-1055,2026-06-01 02:17:24,3544,VOICE,,3G,0.12,7.09
R04-0000010,4,Highland,+1-689-209-3522,+1-237-937-1133,2026-06-01 15:07:57,0,VOICE,,4G,0.1,0.0
R04-0000011,4,Highland,+1-745-404-1145,,2026-06-01 19:47:33,6821,DATA,316386506,4G,0.0,3.16
R04-0000012,4,Highland,+1-759-599-1544,+1-309-292-2028,2026-06-01 08:48:52,1450,VOICE,,4G,0.1,2.42
R04-0000013,4,Highland,+1-454-500-9332,,2026-06-01 10:37:24,5354,DATA,57445532,3G,0.0,0.57
R04-0000014,4,Highland,+1-631-533-0972,+1-739-243-8732,2026-06-01 07:01:32,0,SMS,,5G,0.0,0.05
R04-0000015,4,Highland,+1-849-768-1003,,2026-06-01 22:12:20,3207,DATA,436481549,3G,0.0,4.36
R04-0000016,4,Highland,+1-297-507-2719,,2026-06-01 03:47:30,5388,DATA,108466082,5G,0.0,1.08
R04-0000017,4,Highland,+1-962-780-5319,,2026-06-01 05:07:44,6314,DATA,341466006,5G,0.0,3.41
R04-0000018,4,Highland,+1-229-645-0047,,2026-06-01 13:16:46,2022,DATA,242700276,5G,0.0,2.43
R04-0000019,4,Highland,+1-424-260-5843,,2026-06-01 01:53:59,6733,DATA,486344210,4G,0.0,4.86
R04-0000020,4,Highland,+1-313-996-2710,+1-269-972-0495,2026-06-01 20:40:15,2865,VOICE,,5G,0.08,3.82
R04-0000021,4,Highland,+1-419-878-2705,+1-505-747-7933,2026-06-01 11:37:51,1176,VOICE,,4G,0.1,1.96
R04-0000022,4,Highland,+1-628-296-6085,+1-204-200-1399,2026-06-01 22:37:21,102,VOICE,,5G,0.08,0.14
R04-0000023,4,Highland,+1-514-514-0889,,2026-06-01 02:59:51,1588,DATA,451795632,3G,0.0,4.52
R04-0000024,4,Highland,+1-410-429-1948,+1-881-540-7936,2026-06-01 14:20:30,2083,VOICE,,4G,0.1,3.47
R04-0000025,4,Highland,+1-238-918-0715,+1-239-718-9255,2026-06-01 10:08:26,861,VOICE,,4G,0.1,1.44
R04-0000026,4,Highland,+1-404-545-8210,+1-567-945-6514,2026-06-01 04:28:03,0,SMS,,4G,0.0,0.05
R04-0000027,4,Highland,+1-357-851-3315,+1-867-660-4468,2026-06-01 02:32:11,0,SMS,,4G,0.0,0.05
R04-0000028,4,Highland,+1-646-975-5997,+1-722-569-0793,2026-06-01 01:15:43,0,SMS,,3G,0.0,0.05
R04-0000029,4,Highland,+1-246-490-5718,,2026-06-01 14:38:56,3942,DATA,302986532,4G,0.0,3.03
R04-0000030,4,Highland,+1-542-459-5808,+1-877-556-1159,2026-06-01 10:54:52,3327,VOICE,,5G,0.08,4.44
R04-0000031,4,Highland,+1-370-753-3498,+1-228-752-2590,2026-06-01 17:54:02,0,SMS,,5G,0.0,0.05
R04-0000032,4,Highland,+1-616-475-1542,+1-433-673-3116,2026-06-01 04:02:13,2320,VOICE,,4G,0.1,3.87
R04-0000033,4,Highland,+1-884-603-6645,,2026-06-01 11:57:50,6525,DATA,17998583,5G,0.0,0.18
R04-0000034,4,Highland,+1-609-392-9262,+1-844-989-2905,2026-06-01 22:00:38,1107,VOICE,,5G,0.08,1.48
R04-0000035,4,Highland,+1-431-388-0265,+1-731-544-4961,2026-06-01 16:14:48,787,VOICE,,4G,0.1,1.31
