cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R06-0000001,6,Eastport,+1-539-301-6901,+1-768-953-4740,2026-06-01 23:24:48,0,SMS,,4G,0.0,0.05
R06-0000002,6,Eastport,+1-915-435-0619,+1-684-348-2930,2026-06-01 10:16:48,0,SMS,,3G,0.0,0.05
R06-0000003,6,Eastport,+1-202-923-9636,,2026-06-01 02:42:02,7128,DATA,427846640,4G,0.0,4.28
R06-0000004,6,Eastport,+1-331-833-1394,+1-601-221-9738,2026-06-01 16:24:59,0,SMS,,5G,0.0,0.05
R06-0000005,6,Eastport,+1-905-247-2243,+1-216-676-5770,2026-06-01 07:35:09,1248,VOICE,,3G,0.12,2.5
R06-0000006,6,Eastport,+1-694-747-3665,+1-336-261-4292,2026-06-01 01:04:13,2647,VOICE,,4G,0.1,4.41
R06-0000007,6,Eastport,+1-805-248-9467,,2026-06-01 04:24:57,3944,DATA,457684116,5G,0.0,4.58
R06-0000008,6,Eastport,+1-902-618-3574,+1-658-945-3522,2026-06-01 05:05:42,38,VOICE,,4G,0.1,0.06
R06-0000009,6,Eastport,+1-934-865-0481,+1-904-801-3480,2026-06-01 13:08:24,1272,VOICE,,5G,0.08,1.7
R06-0000010,6,Eastport,+1-231-774-0660,+1-692-455-7055,2026-06-01 15:25:51,0,SMS,,3G,0.0,0.05
R06-0000011,6,Eastport,+1-416-405-4029,+1-721-206-6352,2026-06-01 07:07:16,2592,VOICE,,4G,0.1,4.32
R06-0000012,6,Eastport,+1-863-655-4591,+1-682-642-5903,2026-06-01 18:27:33,0,SMS,,3G,0.0,0.05
R06-0000013,6,Eastport,+1-887-848-8556,+1-470-476-0349,2026-06-01 18:29:20,2354,VOICE,,5G,0.08,3.14
R06-0000014,6,Eastport,+1-920-787-9481,+1-428-878-1925,2026-06-01 08:54:10,0,SMS,,3G,0.0,0.05
R06-0000015,6,Eastport,+1-630-665-6005,+1-708-917-7201,2026-06-01 13:10:57,0,SMS,,4G,0.0,0.05
R06-0000016,6,Eastport,+1-328-731-9551,+1-633-453-3026,2026-06-01 19:06:52,1946,VOICE,,4G,0.1,3.24
R06-0000017,6,Eastport,+1-687-651-8618,+1-389-723-8682,2026-06-01 14:54:24,1193,VOICE,,4G,0.1,1.99
R06-0000018,6,Eastport,+1-727-275-4307,+1-905-448-9296,2026-06-01 16:57:07,1411,VOICE,,4G,0.1,2.35
R06-0000019,6,Eastport,+1-715-358-6897,+1-413-229-4491,2026-06-01 13:50:47,3109,VOICE,,4G,0.1,5.18
R06-0000020,6,Eastport,+1-620-685-1031,+1-697-236-6390,2026-06-01 21:43:25,1380,VOICE,,4G,0.1,2.3
R06-0000021,6,Eastport,+1-636-630-9113,,2026-06-01 08:08:11,1460,DATA,274789203,3G,0.0,2.75
R06-0000022,6,Eastport,+1-316-648-7727,+1-398-962-2782,2026-06-01 08:27:37,2493,VOICE,,4G,0.1,4.16
R06-0000023,6,Eastport,+1-831-243-5003,,2026-06-01 11:33:06,4865,DATA,443597070,4G,0.0,4.44
R06-0000024,6,Eastport,+1-312-597-1348,+1-264-265-5853,2026-06-01 00:00:09,714,VOICE,,5G,0.08,0.95
R06-0000025,6,Eastport,+1-230-501-3870,+1-570-211-6021,2026-06-01 11:27:26,997,VOICE,,4G,0.1,1.66
R06-0000026,6,Eastport,+1-485-220-5147,+1-861-821-4215,2026-06-01 12:50:53,1414,VOICE,,4G,0.1,2.36
R06-0000027,6,Eastport,+1-486-481-4424,+1-300-947-3743,2026-06-01 21:04:21,0,SMS,,4G,0.0,0.05
R06-0000028,6,Eastport,+1-963-732-1407,+1-365-404-7861,2026-06-01 09:11:36,0,SMS,,4G,0.0,0.05
R06-0000029,6,Eastport,+1-375-771-7260,+1-210-603-5034,2026-06-01 10:32:50,0,SMS,,5G,0.0,0.05
R06-0000030,6,Eastport,+1-750-580-1513,+1-790-951-5925,2026-06-01 20:16:07,0,SMS,,4G,0.0,0.05
R06-0000031,6,Eastport,+1-598-874-0206,+1-221-918-5494,2026-06-01 02:23:18,1751,VOICE,,5G,0.08,2.33
R06-0000032,6,Eastport,+1-420-263-9565,,2026-06-01 18:50:45,6379,DATA,81636201,4G,0.0,0.82
R06-0000033,6,Eastport,+1-304-686-2443,+1-622-392-2048,2026-06-01 16:47:07,0,SMS,,5G,0.0,0.05
R06-0000034,6,Eastport,+1-291-259-4148,+1-753-767-5440,2026-06-01 00:21:48,296,VOICE,,3G,0.12,0.59
R06-0000035,6,Eastport,+1-517-747-3004,+1-672-840-8688,2026-06-01 19:19:44,0,SMS,,3G,0.0,0.05
R06-0000036,6,Eastport,+1-468-727-8855,+1-205-550-6652,2026-06-01 03:58:19,3265,VOICE,,4G,0.1,5.44
R06-0000037,6,Eastport,+1-485-721-6039,+1-225-544-5877,2026-06-01 03:39:25,0,SMS,,4G,0.0,0.05
R06-0000038,6,Eastport,+1-918-726-0269,+1-446-853-0289,2026-06-01 20:19:49,926,VOICE,,3G,0.12,1.85
R06-0000039,6,Eastport,+1-612-660-1419,+1-828-648-1549,2026-06-01 17:20:28,3287,VOICE,,4G,0.1,5.48
R06-0000040,6,Eastport,+1-344-952-5097,+1-379-350-1442,2026-06-01 17:21:39,1546,VOICE,,4G,0.1,2.58
R06-0000041,6,Eastport,+1-609-884-5447,+1-629-710-5075,2026-06-01 12:13:22,0,SMS,,3G,0.0,0.05
R06-0000042,6,Eastport,+1-523-731-4614,,2026-06-01 18:42:11,3702,DATA,138263999,4G,0.0,1.38
R06-0000043,6,Eastport,+1-220-455-7371,,2026-06-01 15:28:42,6981,DATA,138613205,4G,0.0,1.39
R06-0000044,6,Eastport,+1-402-705-1262,+1-263-862-6273,2026-06-01 09:18:39,3042,VOICE,,5G,0.08,4.06
R06-0000045,6,Eastport,+1-921-205-7488,+1-501-256-4893,2026-06-01 23:29:24,0,SMS,,4G,0.0,0.05
R06-0000046,6,Eastport,+1-616-575-7722,+1-578-983-7885,2026-06-01 14:32:11,569,VOICE,,5G,0.08,0.76
R06-0000047,6,Eastport,+1-270-342-5033,+1-762-803-0410,2026-06-01 03:29:26,0,SMS,,3G,0.0,0.05
R06-0000048,6,Eastport,+1-854-963-4910,+1-786-945-0754,2026-06-01 21:59:22,578,VOICE,,5G,0.08,0.77
R06-0000049,6,Eastport,+1-811-359-7235,+1-633-746-5290,2026-06-01 05:52:03,966,VOICE,,4G,0.1,1.61
R06-0000050,6,Eastport,+1-792-477-1981,+1-954-489-0089,2026-06-01 14:23:25,400,VOICE,,5G,0.08,0.53
R06-0000051,6,Eastport,+1-478-527-5850,+1-839-915-1099,2026-06-01 11:17:28,61,VOICE,,5G,0.08,0.08
R06-0000052,6,Eastport,+1-266-901-2919,+1-710-450-3814,2026-06-01 05:40:46,0,SMS,,4G,0.0,0.05
R06-0000053,6,Eastport,+1-383-574-7851,+1-895-551-5101,2026-06-01 22:22:31,0,SMS,,4G,0.0,0.05
R06-0000054,6,Eastport,+1-515-845-3367,+1-516-661-7120,2026-06-01 02:35:39,0,VOICE,,4G,0.1,0.0
R06-0000055,6,Eastport,+1-331-514-5754,+1-327-974-7855,2026-06-01 23:31:07,2462,VOICE,,3G,0.12,4.92
R06-0000056,6,Eastport,+1-408-866-9334,,2026-06-01 23:31:31,5034,DATA,74226537,3G,0.0,0.74
R06-0000057,6,Eastport,+1-781-509-5310,,2026-06-01 13:11:55,3201,DATA,87415177,3G,0.0,0.87
R06-0000058,6,Eastport,+1-723-744-4599,,2026-06-01 07:00:18,4193,DATA,114147745,3G,0.0,1.14
R06-0000059,6,Eastport,+1-879-866-9973,+1-881-673-9048,2026-06-01 07:13:10,0,SMS,,4G,0.0,0.05
R06-0000060,6,Eastport,+1-782-649-6508,,2026-06-01 15:47:01,5919,DATA,155753703,4G,0.0,1.56
R06-0000061,6,Eastport,+1-357-577-9628,+1-686-279-1504,2026-06-01 17:00:57,2903,VOICE,,5G,0.08,3.87
R06-0000062,6,Eastport,+1-954-616-5045,+1-227-223-2400,2026-06-01 06:03:04,0,SMS,,3G,0.0,0.05
R06-0000063,6,Eastport,+1-540-324-5454,+1-218-478-5886,2026-06-01 06:57:39,0,SMS,,4G,0.0,0.05
R06-0000064,6,Eastport,+1-606-528-3398,+1-359-831-3428,2026-06-01 08:40:56,0,SMS,,5G,0.0,0.05
R06-0000065,6,Eastport,+1-576-374-4185,+1-936-364-7306,2026-06-01 06:34:21,1718,VOICE,,5G,0.08,2.29
R06-0000066,6,Eastport,+1-665-251-4418,+1-469-302-6570,2026-06-01 02:37:40,2636,VOICE,,4G,0.1,4.39
R06-0000067,6,Eastport,+1-245-914-7802,+1-878-278-3046,2026-06-01 00:53:34,3576,VOICE,,4G,0.1,5.96
R06-0000068,6,Eastport,+1-565-493-6580,+1-219-801-4638,2026-06-01 16:19:26,0,SMS,,4G,0.0,0.05
R06-0000069,6,Eastport,+1-515-993-5693,+1-853-980-1335,2026-06-01 12:24:41,1249,VOICE,,4G,0.1,2.08
R06-0000070,6,Eastport,+1-312-719-8538,+1-939-669-4453,2026-06-01 14:25:23,0,SMS,,4G,0.0,0.05
R06-0000071,6,Eastport,+1-811-740-5018,+1-230-798-0333,2026-06-01 07:59:07,3033,VOICE,,4G,0.1,5.05
R06-0000072,6,Eastport,+1-403-652-4142,+1-610-939-0338,2026-06-01 12:03:06,0,SMS,,4G,0.0,0.05
R06-0000073,6,Eastport,+1-686-810-6431,+1-331-551-1179,2026-06-01 19:09:54,413,VOICE,,5G,0.08,0.55
R06-0000074,6,Eastport,+1-517-576-9534,+1-720-610-6048,2026-06-01 05:58:06,0,SMS,,4G,0.0,0.05
R06-0000075,6,Eastport,+1-494-408-6002,+1-881-577-9388,2026-06-01 16:58:13,1794,VOICE,,4G,0.1,2.99
R06-0000076,6,Eastport,+1-820-394-3997,+1-655-399-4603,2026-06-01 05:17:00,1535,VOICE,,5G,0.08,2.05
R06-0000077,6,Eastport,+1-857-981-4954,+1-381-614-3461,2026-06-01 15:40:37,3277,VOICE,,3G,0.12,6.55
R06-0000078,6,Eastport,+1-634-770-3076,+1-213-587-3159,2026-06-01 03:16:47,2543,VOICE,,4G,0.1,4.24
R06-0000079,6,Eastport,+1-474-823-4887,+1-392-226-9666,2026-06-01 05:40:38,1122,VOICE,,4G,0.1,1.87
R06-0000080,6,Eastport,+1-470-349-3783,+1-811-950-9129,2026-06-01 15:31:00,572,VOICE,,4G,0.1,0.95
R06-0000081,6,Eastport,+1-411-399-0695,+1-233-307-8843,2026-06-01 07:59:02,0,SMS,,4G,0.0,0.05
R06-0000082,6,Eastport,+1-956-220-9293,+1-753-660-6634,2026-06-01 01:14:01,0,SMS,,4G,0.0,0.05
R06-0000083,6,Eastport,+1-840-689-0260,+1-250-778-3358,2026-06-01 17:07:42,928,VOICE,,5G,0.08,1.24
R06-0000084,6,Eastport,+1-422-823-6135,+1-412-992-1681,2026-06-01 11:19:19,3327,VOICE,,3G,0.12,6.65
R06-0000085,6,Eastport,+1-268-782-2285,+1-898-654-9708,2026-06-01 08:32:04,0,SMS,,5G,0.0,0.05
R06-0000086,6,Eastport,+1-517-709-0906,+1-452-603-5775,2026-06-01 09:38:50,0,VOICE,,4G,0.1,0.0
R06-0000087,6,Eastport,+1-440-986-2440,+1-846-814-8172,2026-06-01 19:34:31,1595,VOICE,,4G,0.1,2.66
R06-0000088,6,Eastport,+1-939-535-1637,+1-741-421-5509,2026-06-01 01:49:00,3305,VOICE,,3G,0.12,6.61
