cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R01-0000001,1,North-Coast,+1-213-745-3755,+1-742-850-0289,2026-06-01 02:58:20,1860,VOICE,,4G,0.1,3.1
R01-0000002,1,North-Coast,+1-939-206-2936,+1-410-527-1255,2026-06-01 10:42:00,1301,VOICE,,4G,0.1,2.17
R01-0000003,1,North-Coast,+1-970-989-5309,+1-507-949-7106,2026-06-01 15:10:22,0,SMS,,4G,0.0,0.05
R01-0000004,1,North-Coast,+1-985-885-4974,+1-731-261-5428,2026-06-01 20:48:33,504,VOICE,,5G,0.08,0.67
R01-0000005,1,North-Coast,+1-971-484-5102,+1-839-953-2767,2026-06-01 23:09:15,0,SMS,,4G,0.0,0.05
R01-0000006,1,North-Coast,+1-534-902-7892,,2026-06-01 13:11:49,6062,DATA,433147490,4G,0.0,4.33
R01-0000007,1,North-Coast,+1-795-300-9934,+1-377-998-4439,2026-06-01 23:55:09,1417,VOICE,,4G,0.1,2.36
R01-0000008,1,North-Coast,+1-378-908-0260,+1-840-298-7296,2026-06-01 13:37:05,0,SMS,,4G,0.0,0.05
R01-0000009,1,North-Coast,+1-641-456-5318,+1-610-698-8196,2026-06-01 12:18:55,2080,VOICE,,4G,0.1,3.47
R01-0000010,1,North-Coast,+1-277-938-6994,+1-378-454-4724,2026-06-01 06:50:00,2225,VOICE,,4G,0.1,3.71
R01-0000011,1,North-Coast,+1-210-307-2160,,2026-06-01 05:36:58,2795,DATA,63800251,3G,0.0,0.64
R01-0000012,1,North-Coast,+1-690-923-0044,+1-423-236-4826,2026-06-01 03:43:49,342,VOICE,,5G,0.08,0.46
R01-0000013,1,North-Coast,+1-322-911-0590,+1-732-541-4623,2026-06-01 11:04:36,0,SMS,,5G,0.0,0.05
R01-0000014,1,North-Coast,+1-627-675-2424,+1-900-418-8252,2026-06-01 11:30:51,0,SMS,,5G,0.0,0.05
R01-0000015,1,North-Coast,+1-959-822-3716,,2026-06-01 12:29:19,7078,DATA,329247876,4G,0.0,3.29
R01-0000016,1,North-Coast,+1-224-436-8120,+1-582-868-8855,2026-06-01 12:48:02,3027,VOICE,,3G,0.12,6.05
R01-0000017,1,North-Coast,+1-824-444-9009,+1-351-809-3556,2026-06-01 04:54:02,0,SMS,,4G,0.0,0.05
R01-0000018,1,North-Coast,+1-569-217-5557,+1-331-549-4293,2026-06-01 09:13:53,3598,VOICE,,4G,0.1,6.0
R01-0000019,1,North-Coast,+1-411-690-5114,+1-409-525-8812,2026-06-01 04:53:28,0,SMS,,3G,0.0,0.05
R01-0000020,1,North-Coast,+1-631-480-8837,+1-897-615-5234,2026-06-01 13:41:52,1574,VOICE,,4G,0.1,2.62
R01-0000021,1,North-Coast,+1-237-403-3139,+1-562-304-9268,2026-06-01 22:49:11,50,VOICE,,4G,0.1,0.08
R01-0000022,1,North-Coast,+1-230-922-7160,+1-725-631-3191,2026-06-01 06:31:25,913,VOICE,,5G,0.08,1.22
R01-0000023,1,North-Coast,+1-814-723-2124,+1-393-287-7329,2026-06-01 06:58:24,1800,VOICE,,5G,0.08,2.4
R01-0000024,1,North-Coast,+1-902-412-4965,+1-393-262-2255,2026-06-01 11:38:02,0,SMS,,4G,0.0,0.05
R01-0000025,1,North-Coast,+1-211-666-3779,+1-856-507-6237,2026-06-01 08:10:03,3349,VOICE,,5G,0.08,4.47
R01-0000026,1,North-Coast,+1-322-729-4881,,2026-06-01 19:31:51,3607,DATA,143750330,5G,0.0,1.44
R01-0000027,1,North-Coast,+1-707-352-4832,+1-576-413-2409,2026-06-01 01:33:43,0,SMS,,5G,0.0,0.05
R01-0000028,1,North-Coast,+1-384-438-2999,+1-589-425-2489,2026-06-01 00:10:23,0,SMS,,4G,0.0,0.05
R01-0000029,1,North-Coast,+1-262-958-9549,,2026-06-01 04:08:36,6480,DATA,491624633,5G,0.0,4.92
R01-0000030,1,North-Coast,+1-294-485-0708,+1-511-350-5706,2026-06-01 17:40:09,1932,VOICE,,3G,0.12,3.86
R01-0000031,1,North-Coast,+1-313-584-1840,,2026-06-01 04:31:24,6196,DATA,436640954,5G,0.0,4.37
R01-0000032,1,North-Coast,+1-245-393-6331,+1-441-375-1513,2026-06-01 16:29:52,0,SMS,,5G,0.0,0.05
R01-0000033,1,North-Coast,+1-228-780-5480,+1-647-358-7798,2026-06-01 21:54:34,785,VOICE,,5G,0.08,1.05
R01-0000034,1,North-Coast,+1-482-492-5937,+1-348-836-2983,2026-06-01 08:47:06,0,VOICE,,4G,0.1,0.0
R01-0000035,1,North-Coast,+1-550-586-5218,+1-238-583-6253,2026-06-01 02:43:45,0,VOICE,,4G,0.1,0.0
R01-0000036,1,North-Coast,+1-586-648-7366,+1-437-338-4034,2026-06-01 19:11:30,0,SMS,,5G,0.0,0.05
R01-0000037,1,North-Coast,+1-782-921-1654,+1-462-313-8704,2026-06-01 12:04:00,636,VOICE,,3G,0.12,1.27
R01-0000038,1,North-Coast,+1-887-388-0781,,2026-06-01 10:40:18,4430,DATA,204971034,4G,0.0,2.05
R01-0000039,1,North-Coast,+1-472-484-4573,+1-314-988-3758,2026-06-01 11:09:30,2932,VOICE,,3G,0.12,5.86
R01-0000040,1,North-Coast,+1-264-574-0740,+1-504-826-9863,2026-06-01 02:09:04,0,SMS,,4G,0.0,0.05
R01-0000041,1,North-Coast,+1-704-299-2594,+1-888-300-1228,2026-06-01 17:05:51,0,SMS,,4G,0.0,0.05
R01-0000042,1,North-Coast,+1-802-712-2903,+1-488-627-6666,2026-06-01 22:22:18,0,SMS,,5G,0.0,0.05
R01-0000043,1,North-Coast,+1-603-316-5840,+1-734-794-0100,2026-06-01 17:04:20,109,VOICE,,5G,0.08,0.15
R01-0000044,1,North-Coast,+1-401-877-4622,,2026-06-01 03:25:39,5030,DATA,395729173,4G,0.0,3.96
R01-0000045,1,North-Coast,+1-616-755-9418,+1-870-960-9124,2026-06-01 00:50:10,1197,VOICE,,4G,0.1,2.0
R01-0000046,1,North-Coast,+1-207-942-4979,+1-689-646-4664,2026-06-01 18:10:26,0,SMS,,4G,0.0,0.05
R01-0000047,1,North-Coast,+1-364-816-6662,+1-451-386-2265,2026-06-01 23:05:38,3024,VOICE,,4G,0.1,5.04
R01-0000048,1,North-Coast,+1-733-223-2507,+1-752-804-2527,2026-06-01 08:07:37,0,SMS,,3G,0.0,0.05
R01-0000049,1,North-Coast,+1-786-905-5061,+1-727-319-7607,2026-06-01 19:14:29,2060,VOICE,,4G,0.1,3.43
R01-0000050,1,North-Coast,+1-853-449-9912,+1-856-911-9047,2026-06-01 11:50:40,1681,VOICE,,4G,0.1,2.8
R01-0000051,1,North-Coast,+1-398-666-3836,+1-516-474-5478,2026-06-01 18:47:04,275,VOICE,,4G,0.1,0.46
R01-0000052,1,North-Coast,+1-442-865-5633,+1-556-352-2144,2026-06-01 04:05:38,3559,VOICE,,4G,0.1,5.93
R01-0000053,1,North-Coast,+1-632-701-2808,+1-705-730-3230,2026-06-01 12:35:45,3531,VOICE,,3G,0.12,7.06
R01-0000054,1,North-Coast,+1-223-554-1679,+1-594-762-0464,2026-06-01 09:03:16,798,VOICE,,4G,0.1,1.33
R01-0000055,1,North-Coast,+1-535-431-4025,+1-206-640-0337,2026-06-01 05:39:11,1689,VOICE,,4G,0.1,2.81
R01-0000056,1,North-Coast,+1-605-678-2230,+1-787-580-0487,2026-06-01 08:36:51,0,SMS,,5G,0.0,0.05
R01-0000057,1,North-Coast,+1-958-859-8998,+1-466-644-5705,2026-06-01 20:18:17,1884,VOICE,,5G,0.08,2.51
R01-0000058,1,North-Coast,+1-791-958-1545,,2026-06-01 18:29:18,1932,DATA,86751652,4G,0.0,0.87
R01-0000059,1,North-Coast,+1-523-440-3917,+1-847-655-3828,2026-06-01 12:27:44,1350,VOICE,,3G,0.12,2.7
R01-0000060,1,North-Coast,+1-790-965-7850,,2026-06-01 05:26:29,3028,DATA,420169948,3G,0.0,4.2
R01-0000061,1,North-Coast,+1-220-225-0208,+1-595-446-2084,2026-06-01 18:54:46,2437,VOICE,,3G,0.12,4.87
R01-0000062,1,North-Coast,+1-247-788-8748,+1-540-911-1907,2026-06-01 07:42:53,254,VOICE,,4G,0.1,0.42
R01-0000063,1,North-Coast,+1-240-484-9745,,2026-06-01 00:16:57,2391,DATA,192912259,4G,0.0,1.93
R01-0000064,1,North-Coast,+1-887-774-1280,+1-725-988-3751,2026-06-01 17:25:17,871,VOICE,,3G,0.12,1.74
R01-0000065,1,North-Coast,+1-517-210-2751,,2026-06-01 07:14:01,5374,DATA,150122487,5G,0.0,1.5
R01-0000066,1,North-Coast,+1-985-519-5161,+1-346-896-3882,2026-06-01 16:40:55,0,SMS,,4G,0.0,0.05
R01-0000067,1,North-Coast,+1-769-455-2339,,2026-06-01 22:12:22,3318,DATA,473313437,5G,0.0,4.73
R01-0000068,1,North-Coast,+1-510-830-4887,+1-850-426-1540,2026-06-01 18:05:21,1002,VOICE,,4G,0.1,1.67
R01-0000069,1,North-Coast,+1-807-684-6366,+1-268-628-4825,2026-06-01 10:01:21,0,SMS,,4G,0.0,0.05
R01-0000070,1,North-Coast,+1-261-768-3633,+1-384-628-2073,2026-06-01 01:38:55,3600,VOICE,,4G,0.1,6.0
R01-0000071,1,North-Coast,+1-612-770-3611,+1-920-836-4996,2026-06-01 15:08:54,3537,VOICE,,4G,0.1,5.9
R01-0000072,1,North-Coast,+1-925-791-3341,+1-870-653-4239,2026-06-01 06:37:27,629,VOICE,,5G,0.08,0.84
R01-0000073,1,North-Coast,+1-651-878-8698,+1-791-806-3806,2026-06-01 07:45:43,2545,VOICE,,4G,0.1,4.24
R01-0000074,1,North-Coast,+1-451-952-8931,+1-805-899-2984,2026-06-01 04:06:07,635,VOICE,,5G,0.08,0.85
R01-0000075,1,North-Coast,+1-986-720-8876,,2026-06-01 04:39:18,6800,DATA,72544167,5G,0.0,0.73
R01-0000076,1,North-Coast,+1-876-874-8723,,2026-06-01 18:09:13,4609,DATA,347152876,4G,0.0,3.47
R01-0000077,1,North-Coast,+1-889-267-3697,+1-769-404-4391,2026-06-01 14:53:55,1756,VOICE,,4G,0.1,2.93
R01-0000078,1,North-Coast,+1-391-830-1440,+1-811-317-1627,2026-06-01 23:39:34,0,SMS,,5G,0.0,0.05
R01-0000079,1,North-Coast,+1-496-935-1411,+1-585-789-9504,2026-06-01 05:02:26,0,SMS,,4G,0.0,0.05
R01-0000080,1,North-Coast,+1-626-529-2967,+1-298-561-9078,2026-06-01 01:39:23,947,VOICE,,5G,0.08,1.26
R01-0000081,1,North-Coast,+1-736-269-8001,,2026-06-01 20:19:12,2476,DATA,218298560,4G,0.0,2.18
R01-0000082,1,North-Coast,+1-825-709-1451,+1-707-970-7774,2026-06-01 21:56:47,0,VOICE,,4G,0.1,0.0
R01-0000083,1,North-Coast,+1-863-930-6472,+1-310-384-0796,2026-06-01 10:17:01,3327,VOICE,,4G,0.1,5.55
R01-0000084,1,North-Coast,+1-533-951-0460,+1-771-546-8989,2026-06-01 01:33:27,3298,VOICE,,5G,0.08,4.4
R01-0000085,1,North-Coast,+1-868-947-0309,+1-426-533-7222,2026-06-01 20:55:28,1228,VOICE,,3G,0.12,2.46
R01-0000086,1,North-Coast,+1-287-998-1241,+1-884-412-9870,2026-06-01 06:51:58,0,SMS,,5G,0.0,0.05
R01-0000087,1,North-Coast,+1-870-615-4653,+1-653-665-8995,2026-06-01 06:29:39,0,SMS,,4G,0.0,0.05
R01-0000088,1,North-Coast,+1-382-863-5421,+1-699-668-2907,2026-06-01 01:08:11,2661,VOICE,,5G,0.08,3.55
R01-0000089,1,North-Coast,+1-907-295-9127,+1-354-757-0790,2026-06-01 02:30:25,509,VOICE,,5G,0.08,0.68
R01-0000090,1,North-Coast,+1-384-440-4746,+1-903-991-1939,2026-06-01 16:12:20,0,SMS,,3G,0.0,0.05
R01-0000091,1,North-Coast,+1-538-647-0511,+1-373-328-8485,2026-06-01 03:03:23,492,VOICE,,4G,0.1,0.82
R01-0000092,1,North-Coast,+1-783-523-2135,+1-668-543-7740,2026-06-01 15:05:20,1358,VOICE,,4G,0.1,2.26
R01-0000093,1,North-Coast,+1-924-817-1630,+1-850-493-3033,2026-06-01 23:55:07,3039,VOICE,,3G,0.12,6.08
R01-0000094,1,North-Coast,+1-875-221-5083,+1-946-284-4043,2026-06-01 03:21:39,2316,VOICE,,3G,0.12,4.63
R01-0000095,1,North-Coast,+1-892-392-8374,+1-928-209-1377,2026-06-01 22:21:12,0,SMS,,4G,0.0,0.05
R01-0000096,1,North-Coast,+1-555-714-2735,+1-504-502-7805,2026-06-01 05:29:55,2748,VOICE,,5G,0.08,3.66
R01-0000097,1,North-Coast,+1-805-894-5491,+1-659-850-9548,2026-06-01 12:46:46,1480,VOICE,,4G,0.1,2.47
R01-0000098,1,North-Coast,+1-509-211-2659,,2026-06-01 19:19:19,4207,DATA,398305577,5G,0.0,3.98
R01-0000099,1,North-Coast,+1-350-778-0109,+1-543-208-8340,2026-06-01 23:49:00,1324,VOICE,,4G,0.1,2.21
R01-0000100,1,North-Coast,+1-265-265-4157,+1-887-386-1585,2026-06-01 12:13:16,0,SMS,,4G,0.0,0.05
R01-0000101,1,North-Coast,+1-434-477-8310,+1-274-888-6159,2026-06-01 23:56:47,1947,VOICE,,4G,0.1,3.25
R01-0000102,1,North-Coast,+1-284-360-0117,,2026-06-01 03:01:39,4042,DATA,26195503,5G,0.0,0.26
R01-0000103,1,North-Coast,+1-636-729-0296,+1-632-662-9118,2026-06-01 15:18:25,0,SMS,,3G,0.0,0.05
R01-0000104,1,North-Coast,+1-923-549-9598,+1-281-219-1299,2026-06-01 17:51:59,0,SMS,,5G,0.0,0.05
R01-0000105,1,North-Coast,+1-979-682-6332,+1-369-673-3620,2026-06-01 10:37:16,0,SMS,,3G,0.0,0.05
R01-0000106,1,North-Coast,+1-358-651-0880,,2026-06-01 09:05:13,2157,DATA,366911630,4G,0.0,3.67
R01-0000107,1,North-Coast,+1-274-635-7484,+1-293-670-4251,2026-06-01 19:36:51,2254,VOICE,,3G,0.12,4.51
R01-0000108,1,North-Coast,+1-871-894-1672,+1-944-696-9497,2026-06-01 13:44:19,2477,VOICE,,3G,0.12,4.95
R01-0000109,1,North-Coast,+1-529-557-8072,,2026-06-01 21:05:38,2313,DATA,205450226,4G,0.0,2.05
R01-0000110,1,North-Coast,+1-845-856-4260,+1-529-315-9274,2026-06-01 16:19:22,0,VOICE,,4G,0.1,0.0
R01-0000111,1,North-Coast,+1-754-612-8079,+1-979-684-4392,2026-06-01 02:53:22,0,SMS,,3G,0.0,0.05
R01-0000112,1,North-Coast,+1-868-860-6943,+1-615-359-7288,2026-06-01 07:06:40,0,SMS,,3G,0.0,0.05
R01-0000113,1,North-Coast,+1-638-531-3766,+1-470-670-5997,2026-06-01 02:14:56,0,SMS,,3G,0.0,0.05
R01-0000114,1,North-Coast,+1-536-934-4570,+1-228-207-2897,2026-06-01 10:29:03,0,SMS,,4G,0.0,0.05
R01-0000115,1,North-Coast,+1-427-272-1668,,2026-06-01 22:36:46,1993,DATA,333735582,3G,0.0,3.34
R01-0000116,1,North-Coast,+1-262-766-0215,+1-846-665-7184,2026-06-01 06:07:53,1254,VOICE,,3G,0.12,2.51
R01-0000117,1,North-Coast,+1-780-263-8857,+1-823-358-6962,2026-06-01 00:34:34,0,SMS,,4G,0.0,0.05
R01-0000118,1,North-Coast,+1-847-264-7232,+1-374-253-2139,2026-06-01 22:28:54,3482,VOICE,,5G,0.08,4.64
R01-0000119,1,North-Coast,+1-279-457-4991,+1-617-397-9313,2026-06-01 12:43:59,185,VOICE,,4G,0.1,0.31
R01-0000120,1,North-Coast,+1-739-818-1124,+1-865-968-0559,2026-06-01 05:58:24,3405,VOICE,,4G,0.1,5.68
R01-0000121,1,North-Coast,+1-371-275-5932,+1-684-856-7094,2026-06-01 09:07:12,0,SMS,,4G,0.0,0.05
R01-0000122,1,North-Coast,+1-434-740-3999,+1-896-575-5735,2026-06-01 15:36:40,0,SMS,,5G,0.0,0.05
R01-0000123,1,North-Coast,+1-862-445-5336,,2026-06-01 01:25:25,807,DATA,945483,4G,0.0,0.01
R01-0000124,1,North-Coast,+1-643-300-7017,,2026-06-01 06:51:21,4203,DATA,128918096,4G,0.0,1.29
R01-0000125,1,North-Coast,+1-250-316-2542,+1-904-565-0099,2026-06-01 02:51:43,3249,VOICE,,4G,0.1,5.42
R01-0000126,1,North-Coast,+1-619-731-4841,+1-614-511-9773,2026-06-01 09:16:32,3367,VOICE,,4G,0.1,5.61
R01-0000127,1,North-Coast,+1-422-501-2157,+1-412-772-4116,2026-06-01 17:21:55,0,SMS,,4G,0.0,0.05
R01-0000128,1,North-Coast,+1-637-698-0253,+1-592-961-1773,2026-06-01 19:32:55,0,SMS,,5G,0.0,0.05
R01-0000129,1,North-Coast,+1-377-388-9081,,2026-06-01 17:06:20,324,DATA,397318768,5G,0.0,3.97
R01-0000130,1,North-Coast,+1-414-451-8761,+1-818-827-8358,2026-06-01 19:17:40,0,SMS,,5G,0.0,0.05
R01-0000131,1,North-Coast,+1-708-791-2672,+1-260-268-1150,2026-06-01 02:38:49,1008,VOICE,,4G,0.1,1.68
R01-0000132,1,North-Coast,+1-272-250-5801,+1-497-962-3872,2026-06-01 12:55:18,3210,VOICE,,3G,0.12,6.42
R01-0000133,1,North-Coast,+1-504-318-9824,+1-321-583-1970,2026-06-01 16:20:24,867,VOICE,,4G,0.1,1.45
R01-0000134,1,North-Coast,+1-441-704-8345,+1-573-598-6665,2026-06-01 05:23:33,3413,VOICE,,3G,0.12,6.83
R01-0000135,1,North-Coast,+1-922-210-2666,+1-833-522-4132,2026-06-01 05:00:47,0,SMS,,4G,0.0,0.05
R01-0000136,1,North-Coast,+1-669-238-0496,+1-989-590-0247,2026-06-01 20:34:48,0,SMS,,4G,0.0,0.05
R01-0000137,1,North-Coast,+1-237-526-2692,+1-922-406-0502,2026-06-01 11:13:15,61,VOICE,,4G,0.1,0.1
R01-0000138,1,North-Coast,+1-333-397-9714,,2026-06-01 13:29:24,1762,DATA,56977238,4G,0.0,0.57
R01-0000139,1,North-Coast,+1-754-269-2928,+1-303-239-7550,2026-06-01 06:49:47,0,SMS,,5G,0.0,0.05
R01-0000140,1,North-Coast,+1-860-439-7683,+1-552-894-7312,2026-06-01 14:22:37,3476,VOICE,,4G,0.1,5.79
R01-0000141,1,North-Coast,+1-614-378-9676,+1-238-652-4888,2026-06-01 04:40:26,879,VOICE,,3G,0.12,1.76
R01-0000142,1,North-Coast,+1-315-531-8869,+1-387-207-4118,2026-06-01 07:05:25,0,SMS,,4G,0.0,0.05
R01-0000143,1,North-Coast,+1-784-916-8898,,2026-06-01 19:27:20,2284,DATA,45015396,5G,0.0,0.45
R01-0000144,1,North-Coast,+1-869-494-6132,+1-624-566-0566,2026-06-01 10:16:27,1983,VOICE,,3G,0.12,3.97
R01-0000145,1,North-Coast,+1-293-418-8541,+1-308-755-1580,2026-06-01 17:45:12,2276,VOICE,,3G,0.12,4.55
R01-0000146,1,North-Coast,+1-364-324-1556,+1-864-645-1998,2026-06-01 08:17:47,0,SMS,,4G,0.0,0.05
R01-0000147,1,North-Coast,+1-774-310-3388,+1-569-672-4256,2026-06-01 03:59:35,41,VOICE,,3G,0.12,0.08
R01-0000148,1,North-Coast,+1-390-894-5603,+1-939-708-3866,2026-06-01 05:22:01,0,SMS,,4G,0.0,0.05
R01-0000149,1,North-Coast,+1-368-824-4794,,2026-06-01 22:53:48,1265,DATA,460271586,5G,0.0,4.6
R01-0000150,1,North-Coast,+1-971-988-2166,,2026-06-01 15:24:40,4011,DATA,75000000,5G,0.0,0.75
R01-0000151,1,North-Coast,+1-345-617-6717,+1-390-376-9437,2026-06-01 15:22:44,1403,VOICE,,4G,0.1,2.34
R01-0000152,1,North-Coast,+1-349-709-4373,+1-655-969-4390,2026-06-01 11:11:31,1328,VOICE,,5G,0.08,1.77
R01-0000153,1,North-Coast,+1-329-987-4162,+1-583-605-2056,2026-06-01 16:53:58,0,SMS,,4G,0.0,0.05
R01-0000154,1,North-Coast,+1-695-943-3282,,2026-06-01 08:16:43,6239,DATA,420273222,4G,0.0,4.2
R01-0000155,1,North-Coast,+1-458-623-0709,+1-440-350-7399,2026-06-01 05:18:41,0,SMS,,4G,0.0,0.05
R01-0000156,1,North-Coast,+1-813-795-9896,+1-859-748-9639,2026-06-01 00:38:36,0,SMS,,4G,0.0,0.05
R01-0000157,1,North-Coast,+1-253-857-7381,+1-646-312-4231,2026-06-01 12:54:46,261,VOICE,,4G,0.1,0.43
R01-0000158,1,North-Coast,+1-367-226-9501,,2026-06-01 06:35:26,3843,DATA,403834439,4G,0.0,4.04
R01-0000159,1,North-Coast,+1-720-273-6062,+1-915-445-4456,2026-06-01 17:21:00,0,SMS,,4G,0.0,0.05
R01-0000160,1,North-Coast,+1-485-227-6760,,2026-06-01 05:02:36,1815,DATA,402482981,5G,0.0,4.02
R01-0000161,1,North-Coast,+1-955-788-4343,+1-605-631-8534,2026-06-01 18:57:01,0,SMS,,4G,0.0,0.05
R01-0000162,1,North-Coast,+1-274-713-5189,+1-432-581-9238,2026-06-01 09:22:53,3418,VOICE,,4G,0.1,5.7
R01-0000163,1,North-Coast,+1-964-436-7310,+1-435-875-0390,2026-06-01 15:56:53,160,VOICE,,4G,0.1,0.27
R01-0000164,1,North-Coast,+1-415-314-9202,+1-823-557-7860,2026-06-01 23:48:50,1070,VOICE,,5G,0.08,1.43
R01-0000165,1,North-Coast,+1-364-979-6844,+1-795-721-7480,2026-06-01 21:05:00,1794,VOICE,,3G,0.12,3.59
R01-0000166,1,North-Coast,+1-583-302-3349,+1-519-746-2901,2026-06-01 20:56:50,0,SMS,,4G,0.0,0.05
R01-0000167,1,North-Coast,+1-985-500-4614,+1-765-596-8891,2026-06-01 21:21:16,2159,VOICE,,3G,0.12,4.32
R01-0000168,1,North-Coast,+1-870-377-2556,+1-834-209-9140,2026-06-01 12:57:47,0,SMS,,4G,0.0,0.05
R01-0000169,1,North-Coast,+1-840-836-5703,+1-656-938-5844,2026-06-01 06:07:48,0,SMS,,3G,0.0,0.05
R01-0000170,1,North-Coast,+1-898-434-6289,,2026-06-01 20:39:08,1034,DATA,219348454,5G,0.0,2.19
R01-0000171,1,North-Coast,+1-809-996-6777,+1-752-245-8718,2026-06-01 12:39:38,3092,VOICE,,3G,0.12,6.18
R01-0000172,1,North-Coast,+1-203-417-4394,+1-556-967-6687,2026-06-01 21:05:21,566,VOICE,,3G,0.12,1.13
R01-0000173,1,North-Coast,+1-744-423-9515,,2026-06-01 07:01:23,7112,DATA,183866021,5G,0.0,1.84
R01-0000174,1,North-Coast,+1-678-279-0421,+1-739-346-0159,2026-06-01 04:23:39,0,SMS,,5G,0.0,0.05
R01-0000175,1,North-Coast,+1-839-867-4369,+1-685-395-6904,2026-06-01 17:35:49,0,SMS,,5G,0.0,0.05
R01-0000176,1,North-Coast,+1-518-246-0379,+1-329-791-3512,2026-06-01 05:09:53,1077,VOICE,,4G,0.1,1.79
R01-0000177,1,North-Coast,+1-232-293-6752,+1-280-316-2751,2026-06-01 16:05:47,3582,VOICE,,4G,0.1,5.97
R01-0000178,1,North-Coast,+1-213-667-0915,+1-723-539-4303,2026-06-01 05:36:15,2152,VOICE,,5G,0.08,2.87
R01-0000179,1,North-Coast,+1-732-573-6811,,2026-06-01 08:36:02,2978,DATA,163918539,4G,0.0,1.64
R01-0000180,1,North-Coast,+1-976-958-3049,+1-527-870-4334,2026-06-01 22:45:10,0,SMS,,4G,0.0,0.05
R01-0000181,1,North-Coast,+1-932-667-8287,+1-729-347-9714,2026-06-01 06:10:59,1816,VOICE,,4G,0.1,3.03
R01-0000182,1,North-Coast,+1-921-558-4394,,2026-06-01 00:46:42,6425,DATA,188307461,4G,0.0,1.88
R01-0000183,1,North-Coast,+1-222-684-0827,,2026-06-01 02:19:32,1331,DATA,175413777,4G,0.0,1.75
R01-0000184,1,North-Coast,+1-978-307-9904,,2026-06-01 10:16:09,2695,DATA,51680164,5G,0.0,0.52
R01-0000185,1,North-Coast,+1-358-274-1228,+1-567-760-4409,2026-06-01 22:09:47,1617,VOICE,,5G,0.08,2.16
R01-0000186,1,North-Coast,+1-937-418-5963,+1-354-938-8949,2026-06-01 07:48:04,0,SMS,,4G,0.0,0.05
R01-0000187,1,North-Coast,+1-324-897-2613,,2026-06-01 19:41:31,3257,DATA,271960265,3G,0.0,2.72
R01-0000188,1,North-Coast,+1-922-725-7815,,2026-06-01 14:25:35,3002,DATA,388074194,3G,0.0,3.88
R01-0000189,1,North-Coast,+1-873-457-2184,+1-859-687-2349,2026-06-01 17:18:33,0,SMS,,4G,0.0,0.05
R01-0000190,1,North-Coast,+1-639-926-7739,,2026-06-01 20:28:55,7186,DATA,313603193,4G,0.0,3.14
R01-0000191,1,North-Coast,+1-539-497-7186,+1-647-321-3245,2026-06-01 03:37:18,308,VOICE,,4G,0.1,0.51
R01-0000192,1,North-Coast,+1-943-269-1352,+1-511-687-2544,2026-06-01 05:03:28,0,SMS,,4G,0.0,0.05
R01-0000193,1,North-Coast,+1-582-604-3609,,2026-06-01 05:44:40,2575,DATA,180926238,5G,0.0,1.81
R01-0000194,1,North-Coast,+1-910-241-9422,,2026-06-01 00:59:18,2703,DATA,24240160,4G,0.0,0.24
R01-0000195,1,North-Coast,+1-267-426-9987,+1-686-439-3996,2026-06-01 21:08:02,2935,VOICE,,3G,0.12,5.87
R01-0000196,1,North-Coast,+1-300-963-2887,+1-913-349-5234,2026-06-01 10:07:19,2385,VOICE,,5G,0.08,3.18
R01-0000197,1,North-Coast,+1-729-650-9235,+1-884-535-2939,2026-06-01 06:24:34,0,SMS,,4G,0.0,0.05
