cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R03-0000001,3,Lakeside,+1-811-386-9680,+1-846-764-2591,2026-06-01 14:39:23,0,SMS,,5G,0.0,0.05
R03-0000002,3,Lakeside,+1-870-319-8633,+1-810-643-8943,2026-06-01 03:59:42,910,VOICE,,5G,0.08,1.21
R03-0000003,3,Lakeside,+1-599-472-3174,+1-907-566-3063,2026-06-01 15:52:22,3263,VOICE,,3G,0.12,6.53
R03-0000004,3,Lakeside,+1-397-318-5488,+1-592-596-4422,2026-06-01 09:21:21,504,VOICE,,3G,0.12,1.01
R03-0000005,3,Lakeside,+1-809-457-6424,+1-615-834-3538,2026-06-01 14:25:26,1983,VOICE,,4G,0.1,3.3
R03-0000006,3,Lakeside,+1-899-336-3668,+1-346-856-2246,2026-06-01 01:45:37,807,VOICE,,4G,0.1,1.34
R03-0000007,3,Lakeside,+1-514-695-8704,+1-524-728-3601,2026-06-01 15:05:45,2300,VOICE,,4G,0.1,3.83
R03-0000008,3,Lakeside,+1-365-333-0445,+1-453-501-8914,2026-06-01 17:59:33,2330,VOICE,,4G,0.1,3.88
R03-0000009,3,Lakeside,+1-809-378-7816,+1-946-906-9765,2026-06-01 07:46:31,0,SMS,,3G,0.0,0.05
R03-0000010,3,Lakeside,+1-704-468-7992,+1-857-390-6264,2026-06-01 11:42:38,0,SMS,,4G,0.0,0.05
R03-0000011,3,Lakeside,+1-225-565-0932,+1-215-823-3426,2026-06-01 05:34:33,0,SMS,,5G,0.0,0.05
R03-0000012,3,Lakeside,+1-693-227-2455,,2026-06-01 17:30:16,925,DATA,351271199,4G,0.0,3.51
R03-0000013,3,Lakeside,+1-509-216-4664,,2026-06-01 10:03:38,4434,DATA,449584624,3G,0.0,4.5
R03-0000014,3,Lakeside,+1-506-715-2350,+1-401-560-4542,2026-06-01 06:19:05,0,SMS,,4G,0.0,0.05
R03-0000015,3,Lakeside,+1-967-824-7772,+1-331-889-0165,2026-06-01 15:25:10,0,VOICE,,4G,0.1,0.0
R03-0000016,3,Lakeside,+1-320-354-9283,+1-518-899-4810,2026-06-01 08:18:12,3010,VOICE,,3G,0.12,6.02
R03-0000017,3,Lakeside,+1-510-593-3854,,2026-06-01 22:48:14,4782,DATA,188250166,4G,0.0,1.88
R03-0000018,3,Lakeside,+1-718-980-0304,,2026-06-01 11:06:52,756,DATA,229277647,5G,0.0,2.29
R03-0000019,3,Lakeside,+1-320-299-2649,+1-784-949-5349,2026-06-01 05:26:28,907,VOICE,,4G,0.1,1.51
R03-0000020,3,Lakeside,+1-783-367-6683,+1-810-246-1581,2026-06-01 13:21:59,3419,VOICE,,5G,0.08,4.56
R03-0000021,3,Lakeside,+1-201-805-1718,+1-819-217-9240,2026-06-01 19:20:54,2679,VOICE,,3G,0.12,5.36
R03-0000022,3,Lakeside,+1-770-527-3068,+1-862-332-6662,2026-06-01 08:36:47,650,VOICE,,5G,0.08,0.87
R03-0000023,3,Lakeside,+1-834-719-1879,+1-255-860-4135,2026-06-01 16:40:23,1406,VOICE,,3G,0.12,2.81
R03-0000024,3,Lakeside,+1-709-648-1722,+1-956-935-1508,2026-06-01 01:33:31,0,SMS,,5G,0.0,0.05
R03-0000025,3,Lakeside,+1-731-950-1271,,2026-06-01 22:19:27,3558,DATA,250834641,4G,0.0,2.51
R03-0000026,3,Lakeside,+1-726-505-5801,,2026-06-01 20:41:13,1068,DATA,165582468,3G,0.0,1.66
R03-0000027,3,Lakeside,+1-628-738-4303,+1-467-820-0300,2026-06-01 18:58:02,1365,VOICE,,5G,0.08,1.82
R03-0000028,3,Lakeside,+1-770-406-0597,+1-876-284-8401,2026-06-01 01:41:13,3067,VOICE,,4G,0.1,5.11
R03-0000029,3,Lakeside,+1-414-744-7297,+1-216-326-9947,2026-06-01 07:40:19,680,VOICE,,3G,0.12,1.36
R03-0000030,3,Lakeside,+1-453-526-0918,+1-513-243-6110,2026-06-01 08:13:37,0,SMS,,3G,0.0,0.05
R03-0000031,3,Lakeside,+1-800-618-1769,+1-944-778-4937,2026-06-01 09:12:34,2518,VOICE,,5G,0.08,3.36
R03-0000032,3,Lakeside,+1-610-899-8751,+1-432-579-6860,2026-06-01 19:57:22,1263,VOICE,,4G,0.1,2.1
R03-0000033,3,Lakeside,+1-989-282-2726,+1-931-660-5465,2026-06-01 02:44:41,3402,VOICE,,3G,0.12,6.8
R03-0000034,3,Lakeside,+1-787-432-4709,+1-782-802-2582,2026-06-01 17:47:36,1184,VOICE,,4G,0.1,1.97
R03-0000035,3,Lakeside,+1-725-942-7177,+1-616-408-0744,2026-06-01 18:50:19,766,VOICE,,4G,0.1,1.28
R03-0000036,3,Lakeside,+1-783-798-7685,+1-757-417-2073,2026-06-01 14:13:00,2355,VOICE,,4G,0.1,3.93
R03-0000037,3,Lakeside,+1-417-985-2867,+1-406-663-0137,2026-06-01 08:12:22,472,VOICE,,3G,0.12,0.94
R03-0000038,3,Lakeside,+1-919-840-4715,+1-791-418-4062,2026-06-01 15:06:19,538,VOICE,,4G,0.1,0.9
R03-0000039,3,Lakeside,+1-548-223-9919,+1-986-333-9347,2026-06-01 13:09:55,0,SMS,,3G,0.0,0.05
R03-0000040,3,Lakeside,+1-823-681-3311,+1-786-425-5875,2026-06-01 07:48:24,0,SMS,,3G,0.0,0.05
R03-0000041,3,Lakeside,+1-417-314-5874,,2026-06-01 23:31:29,3280,DATA,184962617,3G,0.0,1.85
R03-0000042,3,Lakeside,+1-365-794-5073,+1-322-938-0372,2026-06-01 12:45:31,1273,VOICE,,5G,0.08,1.7
R03-0000043,3,Lakeside,+1-547-915-6625,,2026-06-01 17:27:33,1675,DATA,198749884,4G,0.0,1.99
R03-0000044,3,Lakeside,+1-275-203-8783,,2026-06-01 21:32:24,6583,DATA,345371049,4G,0.0,3.45
R03-0000045,3,Lakeside,+1-414-937-6897,+1-575-933-9209,2026-06-01 09:26:26,3524,VOICE,,4G,0.1,5.87
R03-0000046,3,Lakeside,+1-529-812-4646,+1-655-598-3190,2026-06-01 13:58:26,0,VOICE,,4G,0.1,0.0
R03-0000047,3,Lakeside,+1-987-949-2323,+1-600-994-2107,2026-06-01 03:30:39,0,VOICE,,4G,0.1,0.0
R03-0000048,3,Lakeside,+1-497-941-9928,,2026-06-01 08:15:17,896,DATA,95475536,4G,0.0,0.95
R03-0000049,3,Lakeside,+1-788-776-8019,,2026-06-01 12:41:45,3509,DATA,266361331,3G,0.0,2.66
R03-0000050,3,Lakeside,+1-382-836-3019,+1-882-983-0146,2026-06-01 16:54:07,2046,VOICE,,4G,0.1,3.41
R03-0000051,3,Lakeside,+1-392-978-7948,+1-403-441-1203,2026-06-01 13:45:52,273,VOICE,,3G,0.12,0.55
R03-0000052,3,Lakeside,+1-958-413-5580,,2026-06-01 14:47:15,4956,DATA,261989972,4G,0.0,2.62
R03-0000053,3,Lakeside,+1-643-449-8887,,2026-06-01 08:32:05,4799,DATA,238922857,4G,0.0,2.39
R03-0000054,3,Lakeside,+1-588-609-7850,+1-525-319-1849,2026-06-01 10:14:35,3538,VOICE,,4G,0.1,5.9
R03-0000055,3,Lakeside,+1-651-440-9247,,2026-06-01 21:12:12,4878,DATA,347959718,4G,0.0,3.48
R03-0000056,3,Lakeside,+1-382-910-0095,,2026-06-01 15:05:37,283,DATA,136763972,3G,0.0,1.37
R03-0000057,3,Lakeside,+1-202-853-9561,+1-344-287-3964,2026-06-01 08:45:21,0,SMS,,5G,0.0,0.05
R03-0000058,3,Lakeside,+1-927-263-7910,+1-921-671-2929,2026-06-01 11:18:47,176,VOICE,,4G,0.1,0.29
R03-0000059,3,Lakeside,+1-304-557-7880,+1-553-688-6759,2026-06-01 15:43:57,2110,VOICE,,3G,0.12,4.22
R03-0000060,3,Lakeside,+1-899-686-7175,+1-812-950-9842,2026-06-01 03:05:45,0,SMS,,5G,0.0,0.05
R03-0000061,3,Lakeside,+1-639-424-9357,+1-548-755-9361,2026-06-01 22:40:25,0,SMS,,4G,0.0,0.05
R03-0000062,3,Lakeside,+1-576-606-2970,+1-299-823-1124,2026-06-01 07:29:50,329,VOICE,,5G,0.08,0.44
R03-0000063,3,Lakeside,+1-720-777-4482,+1-221-637-5476,2026-06-01 17:22:36,0,SMS,,3G,0.0,0.05
R03-0000064,3,Lakeside,+1-796-940-0383,,2026-06-01 01:34:02,5756,DATA,333212669,4G,0.0,3.33
R03-0000065,3,Lakeside,+1-694-568-7318,,2026-06-01 15:16:20,5802,DATA,101005473,4G,0.0,1.01
R03-0000066,3,Lakeside,+1-853-961-9594,,2026-06-01 11:15:30,4474,DATA,442079461,5G,0.0,4.42
R03-0000067,3,Lakeside,+1-319-252-4608,+1-750-925-3071,2026-06-01 01:28:34,0,SMS,,4G,0.0,0.05
R03-0000068,3,Lakeside,+1-319-894-5642,+1-570-795-4797,2026-06-01 06:36:49,1439,VOICE,,3G,0.12,2.88
R03-0000069,3,Lakeside,+1-422-852-0997,+1-628-640-5958,2026-06-01 21:42:31,2255,VOICE,,5G,0.08,3.01
R03-0000070,3,Lakeside,+1-643-784-8224,+1-349-660-7872,2026-06-01 00:21:30,618,VOICE,,5G,0.08,0.82
R03-0000071,3,Lakeside,+1-695-540-4359,+1-375-865-4411,2026-06-01 02:00:58,0,SMS,,3G,0.0,0.05
R03-0000072,3,Lakeside,+1-715-410-4795,+1-710-216-9715,2026-06-01 16:25:28,0,SMS,,4G,0.0,0.05
R03-0000073,3,Lakeside,+1-563-612-8001,,2026-06-01 13:48:31,2448,DATA,413471521,4G,0.0,4.13
R03-0000074,3,Lakeside,+1-284-806-5112,+1-526-940-4832,2026-06-01 15:47:19,2149,VOICE,,4G,0.1,3.58
R03-0000075,3,Lakeside,+1-397-641-9667,,2026-06-01 15:30:36,2450,DATA,376078094,5G,0.0,3.76
R03-0000076,3,Lakeside,+1-384-209-5526,+1-400-287-0103,2026-06-01 10:35:31,1062,VOICE,,5G,0.08,1.42
R03-0000077,3,Lakeside,+1-312-592-4788,+1-569-832-1340,2026-06-01 23:48:15,2464,VOICE,,4G,0.1,4.11
R03-0000078,3,Lakeside,+1-609-285-9831,+1-899-652-1722,2026-06-01 15:19:47,1175,VOICE,,5G,0.08,1.57
R03-0000079,3,Lakeside,+1-898-200-8630,+1-883-927-1086,2026-06-01 18:01:15,0,SMS,,4G,0.0,0.05
R03-0000080,3,Lakeside,+1-852-732-7611,,2026-06-01 04:09:45,5704,DATA,363494623,5G,0.0,3.63
R03-0000081,3,Lakeside,+1-266-824-0363,+1-278-732-0556,2026-06-01 17:11:32,113,VOICE,,4G,0.1,0.19
R03-0000082,3,Lakeside,+1-373-757-9632,+1-633-321-1753,2026-06-01 15:23:00,3480,VOICE,,5G,0.08,4.64
R03-0000083,3,Lakeside,+1-224-772-0162,+1-549-281-2018,2026-06-01 08:57:36,0,SMS,,5G,0.0,0.05
R03-0000084,3,Lakeside,+1-233-854-1500,+1-343-644-6335,2026-06-01 02:22:06,932,VOICE,,4G,0.1,1.55
R03-0000085,3,Lakeside,+1-668-915-4835,+1-742-967-9060,2026-06-01 00:32:31,0,SMS,,4G,0.0,0.05
R03-0000086,3,Lakeside,+1-542-893-4597,,2026-06-01 08:38:31,3585,DATA,333914451,4G,0.0,3.34
R03-0000087,3,Lakeside,+1-629-974-3093,+1-672-400-0160,2026-06-01 09:41:51,144,VOICE,,4G,0.1,0.24
R03-0000088,3,Lakeside,+1-800-971-7272,+1-308-782-5627,2026-06-01 08:35:36,0,SMS,,4G,0.0,0.05
R03-0000089,3,Lakeside,+1-389-360-4130,,2026-06-01 18:06:10,3357,DATA,336980963,5G,0.0,3.37
R03-0000090,3,Lakeside,+1-960-957-6938,,2026-06-01 16:37:18,3831,DATA,252326721,5G,0.0,2.52
R03-0000091,3,Lakeside,+1-584-242-3942,+1-824-254-8130,2026-06-01 00:58:22,3368,VOICE,,4G,0.1,5.61
R03-0000092,3,Lakeside,+1-211-709-5911,+1-309-625-3468,2026-06-01 18:56:46,0,SMS,,4G,0.0,0.05
R03-0000093,3,Lakeside,+1-686-653-8028,+1-646-795-8710,2026-06-01 21:08:28,1193,VOICE,,5G,0.08,1.59
R03-0000094,3,Lakeside,+1-201-288-2266,,2026-06-01 18:52:01,2102,DATA,118656142,3G,0.0,1.19
R03-0000095,3,Lakeside,+1-388-342-0293,,2026-06-01 20:56:52,6691,DATA,461377435,4G,0.0,4.61
R03-0000096,3,Lakeside,+1-289-369-6253,+1-655-339-1709,2026-06-01 06:28:38,3049,VOICE,,4G,0.1,5.08
R03-0000097,3,Lakeside,+1-683-385-1065,,2026-06-01 05:51:28,3352,DATA,347855144,3G,0.0,3.48
R03-0000098,3,Lakeside,+1-345-708-4237,+1-721-681-6717,2026-06-01 06:41:41,1269,VOICE,,5G,0.08,1.69
R03-0000099,3,Lakeside,+1-383-365-2144,,2026-06-01 22:27:28,2356,DATA,113958482,5G,0.0,1.14
R03-0000100,3,Lakeside,+1-943-890-5302,+1-657-647-1187,2026-06-01 07:44:06,597,VOICE,,4G,0.1,0.99
R03-0000101,3,Lakeside,+1-409-399-9291,+1-627-477-5285,2026-06-01 08:31:55,3095,VOICE,,4G,0.1,5.16
R03-0000102,3,Lakeside,+1-395-679-1852,+1-767-266-3036,2026-06-01 09:28:41,0,SMS,,4G,0.0,0.05
R03-0000103,3,Lakeside,+1-803-800-1584,+1-946-563-3138,2026-06-01 06:24:39,0,SMS,,4G,0.0,0.05
R03-0000104,3,Lakeside,+1-914-735-7763,,2026-06-01 15:38:02,3934,DATA,381305014,5G,0.0,3.81
R03-0000105,3,Lakeside,+1-313-947-7708,,2026-06-01 15:18:53,196,DATA,479308062,4G,0.0,4.79
R03-0000106,3,Lakeside,+1-669-628-0497,+1-539-423-0897,2026-06-01 09:56:24,80,VOICE,,5G,0.08,0.11
R03-0000107,3,Lakeside,+1-735-381-2433,,2026-06-01 22:24:22,1967,DATA,404045605,5G,0.0,4.04
R03-0000108,3,Lakeside,+1-319-226-6693,+1-625-619-9022,2026-06-01 11:50:07,0,SMS,,4G,0.0,0.05
R03-0000109,3,Lakeside,+1-648-769-2105,,2026-06-01 05:46:08,4092,DATA,438870246,5G,0.0,4.39
R03-0000110,3,Lakeside,+1-982-872-2201,+1-206-566-4964,2026-06-01 15:06:37,956,VOICE,,5G,0.08,1.27
R03-0000111,3,Lakeside,+1-802-696-8298,+1-906-713-3923,2026-06-01 20:16:15,1865,VOICE,,3G,0.12,3.73
R03-0000112,3,Lakeside,+1-777-820-4732,+1-200-967-1664,2026-06-01 11:10:22,1825,VOICE,,4G,0.1,3.04
R03-0000113,3,Lakeside,+1-920-718-0479,+1-552-777-9344,2026-06-01 16:03:15,1350,VOICE,,5G,0.08,1.8
R03-0000114,3,Lakeside,+1-329-754-0479,+1-806-648-6789,2026-06-01 09:39:52,0,SMS,,5G,0.0,0.05
R03-0000115,3,Lakeside,+1-614-967-3675,,2026-06-01 18:53:38,1115,DATA,172276767,4G,0.0,1.72
R03-0000116,3,Lakeside,+1-563-257-1301,+1-241-687-5947,2026-06-01 23:48:49,0,SMS,,4G,0.0,0.05
R03-0000117,3,Lakeside,+1-680-987-5147,+1-687-224-5779,2026-06-01 14:35:12,0,SMS,,4G,0.0,0.05
R03-0000118,3,Lakeside,+1-514-283-6864,+1-446-678-7231,2026-06-01 04:02:28,2316,VOICE,,3G,0.12,4.63
