cdr_id,region_id,region_name,caller_number,callee_number,call_start,duration_seconds,call_type,bytes_transferred,network_type,rate_per_minute,charge_amount
R07-0000001,7,Sunbelt,+1-350-243-0775,+1-525-484-6542,2026-06-01 18:42:46,3047,VOICE,,4G,0.1,5.08
R07-0000002,7,Sunbelt,+1-920-564-9865,+1-610-903-7523,2026-06-01 16:12:26,0,SMS,,4G,0.0,0.05
R07-0000003,7,Sunbelt,+1-373-600-7008,+1-536-306-1587,2026-06-01 23:59:14,2645,VOICE,,4G,0.1,4.41
R07-0000004,7,Sunbelt,+1-596-687-6579,,2026-06-01 09:15:36,6256,DATA,300822288,5G,0.0,3.01
R07-0000005,7,Sunbelt,+1-515-998-4817,+1-438-437-7022,2026-06-01 05:15:40,694,VOICE,,5G,0.08,0.93
R07-0000006,7,Sunbelt,+1-841-329-4006,,2026-06-01 01:46:35,5766,DATA,206274562,4G,0.0,2.06
R07-0000007,7,Sunbelt,+1-961-409-4507,,2026-06-01 02:19:48,2180,DATA,55942782,3G,0.0,0.56
R07-0000008,7,Sunbelt,+1-529-621-2381,+1-223-640-6110,2026-06-01 16:45:14,356,VOICE,,3G,0.12,0.71
R07-0000009,7,Sunbelt,+1-235-357-5019,+1-275-344-0914,2026-06-01 05:49:42,0,SMS,,3G,0.0,0.05
R07-0000010,7,Sunbelt,+1-487-757-7181,+1-830-264-0200,2026-06-01 18:29:18,2708,VOICE,,3G,0.12,5.42
R07-0000011,7,Sunbelt,+1-432-556-0539,+1-506-277-8858,2026-06-01 22:19:59,0,SMS,,5G,0.0,0.05
R07-0000012,7,Sunbelt,+1-402-488-2360,,2026-06-01 02:40:03,1252,DATA,483307433,3G,0.0,4.83
R07-0000013,7,Sunbelt,+1-766-852-4473,,2026-06-01 03:43:32,456,DATA,257565886,4G,0.0,2.58
R07-0000014,7,Sunbelt,+1-205-955-6573,,2026-06-01 08:45:31,5241,DATA,115700748,5G,0.0,1.16
R07-0000015,7,Sunbelt,+1-808-804-0901,+1-462-213-8478,2026-06-01 11:17:19,0,SMS,,3G,0.0,0.05
R07-0000016,7,Sunbelt,+1-458-652-7708,+1-643-457-9108,2026-06-01 20:55:53,1423,VOICE,,4G,0.1,2.37
R07-0000017,7,Sunbelt,+1-753-494-4935,,2026-06-01 00:31:08,6643,DATA,283785231,4G,0.0,2.84
R07-0000018,7,Sunbelt,+1-895-514-0832,+1-868-655-5517,2026-06-01 16:24:09,2970,VOICE,,5G,0.08,3.96
R07-0000019,7,Sunbelt,+1-207-423-2955,,2026-06-01 15:31:42,572,DATA,442237429,4G,0.0,4.42
R07-0000020,7,Sunbelt,+1-739-848-1230,+1-875-593-2618,2026-06-01 02:22:51,1782,VOICE,,4G,0.1,2.97
R07-0000021,7,Sunbelt,+1-675-590-2757,,2026-06-01 18:49:07,4574,DATA,170399815,5G,0.0,1.7
R07-0000022,7,Sunbelt,+1-738-728-8724,+1-308-880-4503,2026-06-01 01:32:02,2550,VOICE,,4G,0.1,4.25
R07-0000023,7,Sunbelt,+1-741-626-1342,+1-793-721-7784,2026-06-01 18:46:58,0,SMS,,4G,0.0,0.05
R07-0000024,7,Sunbelt,+1-389-862-9126,+1-566-734-5438,2026-06-01 11:06:22,0,SMS,,4G,0.0,0.05
R07-0000025,7,Sunbelt,+1-922-632-3108,+1-910-481-9286,2026-06-01 09:14:11,758,VOICE,,4G,0.1,1.26
R07-0000026,7,Sunbelt,+1-205-290-5126,+1-320-745-6674,2026-06-01 23:40:04,0,SMS,,5G,0.0,0.05
R07-0000027,7,Sunbelt,+1-730-293-9534,+1-625-680-8371,2026-06-01 16:37:58,256,VOICE,,4G,0.1,0.43
R07-0000028,7,Sunbelt,+1-602-681-4388,+1-819-554-2547,2026-06-01 13:20:55,0,VOICE,,4G,0.1,0.0
R07-0000029,7,Sunbelt,+1-435-229-4265,,2026-06-01 12:28:48,4513,DATA,193288865,3G,0.0,1.93
R07-0000030,7,Sunbelt,+1-751-401-9599,+1-857-264-2283,2026-06-01 04:16:40,132,VOICE,,4G,0.1,0.22
R07-0000031,7,Sunbelt,+1-718-435-2705,+1-839-967-7966,2026-06-01 18:12:57,629,VOICE,,4G,0.1,1.05
R07-0000032,7,Sunbelt,+1-986-297-5301,,2026-06-01 03:36:00,3173,DATA,223163753,4G,0.0,2.23
R07-0000033,7,Sunbelt,+1-620-502-2824,+1-556-316-0520,2026-06-01 05:50:37,2645,VOICE,,4G,0.1,4.41
R07-0000034,7,Sunbelt,+1-520-893-1603,+1-256-262-1747,2026-06-01 11:34:44,0,SMS,,5G,0.0,0.05
R07-0000035,7,Sunbelt,+1-265-435-3494,+1-275-283-0437,2026-06-01 03:57:05,2805,VOICE,,4G,0.1,4.67
R07-0000036,7,Sunbelt,+1-579-986-9254,+1-679-885-1578,2026-06-01 02:09:49,0,SMS,,4G,0.0,0.05
R07-0000037,7,Sunbelt,+1-544-761-1451,+1-255-428-5317,2026-06-01 14:20:51,0,SMS,,5G,0.0,0.05
R07-0000038,7,Sunbelt,+1-510-512-0037,,2026-06-01 11:21:27,2681,DATA,300698435,5G,0.0,3.01
